title,views,date_time,video_link,thumbnail_link
Three 90 Challenge Extended | 100+ Refunds Processed! | GeeksforGeeks,32K views,2 months ago,/watch?v=FVCERWiQSDY,https://i.ytimg.com/vi/FVCERWiQSDY/hqdefault.jpg
TYPESCRIPT vs JAVASCRIPT | Which one to Choose? | GeeksforGeeks,733 views,2 months ago,/watch?v=BFf8n2RrKtM,https://i.ytimg.com/vi/BFf8n2RrKtM/hqdefault.jpg
Python's Map Function Explained with Examples | Python Tutorial |  GeeksforGeeks,981 views,2 months ago,/watch?v=L66_EOxzLKI,https://i.ytimg.com/vi/L66_EOxzLKI/hqdefault.jpg
Build your own AI image Generation App using MERN | MERN Stack Project | GeeksforGeeks,6.6K views,2 months ago,/watch?v=stcihX2eavw,https://i.ytimg.com/vi/stcihX2eavw/hqdefault.jpg
Strategies To Find A Job FAST! | Job Hunt Tips | How People Get Good Jobs | GeeksforGeeks,835 views,2 months ago,/watch?v=rFXVb2-Rj5k,https://i.ytimg.com/vi/rFXVb2-Rj5k/hqdefault.jpg
Make your Resume Strong with these DSA Projects | Best DSA Projects for your Resume | GeeksforGeeks,4.7K views,2 months ago,/watch?v=NjUteXHoOXk,https://i.ytimg.com/vi/NjUteXHoOXk/hqdefault.jpg
Top TECH TRENDS & CAREERS in 2024!!! GeeksforGeeks,824 views,2 months ago,/watch?v=FAluaVzy4VM,https://i.ytimg.com/vi/FAluaVzy4VM/hqdefault.jpg
GeeksforGeeks Bloopers!! The Making of Quality Content,705 views,2 months ago,/watch?v=zakV-wfdPYM,https://i.ytimg.com/vi/zakV-wfdPYM/hqdefault.jpg
APTITUDE & REASONING | GATE 2024 Ultimate Revision | PYQ and Sample Questions GATE,1.6K views,2 months ago,/watch?v=CaAjf_RE9ew,https://i.ytimg.com/vi/CaAjf_RE9ew/hqdefault.jpg
Meet The Youngest CTO Of India- Shivansh Saxena | GeeksforGeeks,3.5K views,2 months ago,/watch?v=5YlR3yZV9bE,https://i.ytimg.com/vi/5YlR3yZV9bE/hqdefault.jpg
Top 3 Things College Students FEAR!!,115K views,2 months ago,/watch?v=mOkFtGLA9q8,https://i.ytimg.com/vi/mOkFtGLA9q8/hqdefault.jpg
DATA SCIENCE PROJECTS Made Easy with COLAB AI | Generative AI | GeeksforGeeks,1.5K views,2 months ago,/watch?v=Gt5ZkoFrgyE,https://i.ytimg.com/vi/Gt5ZkoFrgyE/hqdefault.jpg
Top VS Code Extensions for Web Developer in 2024!! GeeksforGeeks,1.5K views,2 months ago,/watch?v=l-LJucxS8Mc,https://i.ytimg.com/vi/l-LJucxS8Mc/hqdefault.jpg
LINKED LIST PRACTICE QUESTIONS | Operations on Linked List | DSA Problems | GeeksforGeeks,1.7K views,3 months ago,/watch?v=TnV34Lfdk7k,https://i.ytimg.com/vi/TnV34Lfdk7k/hqdefault.jpg
Three 90 Challenge - Q&A with Sandeep Jain Sir | GeeksforGeeks #commitwithgfg,4.2K views,3 months ago,/watch?v=KyUbJ4aoIgQ,https://i.ytimg.com/vi/KyUbJ4aoIgQ/hqdefault.jpg
"Secrets to CONSISTENCY, COMMITMENT, and CAREER SUCCESS! #commitwithgfg",2.2K views,3 months ago,/watch?v=6jhkJoOnMCc,https://i.ytimg.com/vi/6jhkJoOnMCc/hqdefault.jpg
2024 Will be the YEAR for CODERS!! #commitwithgfg,1.4K views,3 months ago,/watch?v=Nozck3wIMCo,https://i.ytimg.com/vi/Nozck3wIMCo/hqdefault.jpg
WHAT IS LINKED LIST? | Linked List Data Structures | DSA Course | GeeksforGeeks,2.7K views,3 months ago,/watch?v=MCG7S2fGUeU,https://i.ytimg.com/vi/MCG7S2fGUeU/hqdefault.jpg
Three 90 Challenge !! Transform your 2024 with GeeksforGeeks #commitwithgfg,11K views,3 months ago,/watch?v=Vtxq-yHdKpA,https://i.ytimg.com/vi/Vtxq-yHdKpA/hqdefault.jpg
10 Best PROGRAMMING LANGUAGES to Learn in 2024 | GeeksforGeeks,3.1K views,3 months ago,/watch?v=ehXa1Hxxu3Y,https://i.ytimg.com/vi/ehXa1Hxxu3Y/hqdefault.jpg
5 BEST GITHUB REPOSITORIES Every DEVELOPER Must Know! | GeeksforGeeks,2.2K views,3 months ago,/watch?v=xvUopUeVS0U,https://i.ytimg.com/vi/xvUopUeVS0U/hqdefault.jpg
Ready to #commitwithgfg ?,27K views,3 months ago,/watch?v=lbveOrbHgto,https://i.ytimg.com/vi/lbveOrbHgto/hqdefault.jpg
How to Use GOOGLE COLAB | Google Colab Tutorials for Beginners | GeeksforGeeks,1.8K views,3 months ago,/watch?v=TqqkZLHoY0o,https://i.ytimg.com/vi/TqqkZLHoY0o/hqdefault.jpg
Journey from an SDE at PAYTM to MICROSOFT | Software Developer Experience | GeeksforGeeks,1.6K views,3 months ago,/watch?v=0mRyTDhxe_s,https://i.ytimg.com/vi/0mRyTDhxe_s/hqdefault.jpg
What is DEVOPS and DEPLOYMENT? | Importance and Role of DevOps in Web Development | GeeksforGeeks,777 views,3 months ago,/watch?v=NoxexEfck3g,https://i.ytimg.com/vi/NoxexEfck3g/hqdefault.jpg
GeeksforGeeks In a Review 2023 | GfG Rewind 2023,2.2K views,3 months ago,/watch?v=q_kEa8oBo2A,https://i.ytimg.com/vi/q_kEa8oBo2A/hqdefault.jpg
How to Implement PICTURE IN PICTURE (PIP) MODE in Flutter Apps | Flutter Projects | GeeksforGeeks,1K views,4 months ago,/watch?v=eBEdJCsqusI,https://i.ytimg.com/vi/eBEdJCsqusI/hqdefault.jpg
How to Integrate RAZORPAY PAYMENT GATEWAY in your Flutter App | Flutter Projects | GeeksforGeeks,6K views,4 months ago,/watch?v=1XFGgHunNrk,https://i.ytimg.com/vi/1XFGgHunNrk/hqdefault.jpg
Career in DATA ANALYTICS | Insights from a DATA ANALYST at AMERICAN EXPRESS | GeeksforGeeks,2K views,4 months ago,/watch?v=1zHWzyI7TC0,https://i.ytimg.com/vi/1zHWzyI7TC0/hqdefault.jpg
All About WEB SECURITY | Web Security for Full Stack Developers | GeeksforGeeks,922 views,4 months ago,/watch?v=578Pzg7tVF4,https://i.ytimg.com/vi/578Pzg7tVF4/hqdefault.jpg
What is VERSION CONTROL and GIT? Web Development Explained | GeeksforGeeks,1.5K views,4 months ago,/watch?v=jxbGBOo4GDs,https://i.ytimg.com/vi/jxbGBOo4GDs/hqdefault.jpg
Build Your Own GUI CALENDAR with Tkinter in Python | Python Projects | GeeksforGeeks,1K views,4 months ago,/watch?v=W2S8NnlJtgk,https://i.ytimg.com/vi/W2S8NnlJtgk/hqdefault.jpg
Implementing Simple and Custom ALERT DIALOG BOX in Flutter Apps | Flutter Projects | GeeksforGeeks,858 views,4 months ago,/watch?v=b6iw6dLQ7AU,https://i.ytimg.com/vi/b6iw6dLQ7AU/hqdefault.jpg
How to EXTRACT AUDIO from VIDEO using Python | Python Projects | GeeksforGeeks,1.6K views,4 months ago,/watch?v=SrPi0FrmGiE,https://i.ytimg.com/vi/SrPi0FrmGiE/hqdefault.jpg
How to Create LANGUAGE TRANSLATOR Application in Flutter | Flutter Projects | GeeksforGeeks,3K views,4 months ago,/watch?v=CeupjFXlFiQ,https://i.ytimg.com/vi/CeupjFXlFiQ/hqdefault.jpg
🍷 WINE QUALITY PREDICTION using RANDOM FOREST Algorithm | Machine Learning Projects | GeeksforGeeks,1.2K views,4 months ago,/watch?v=MyllYgc-kh8,https://i.ytimg.com/vi/MyllYgc-kh8/hqdefault.jpg
Create a QR CODE SCANNER and GENERATOR Application using Flutter | Flutter Projects | GeeksforGeeks,12K views,4 months ago,/watch?v=hm5JfFhiXL8,https://i.ytimg.com/vi/hm5JfFhiXL8/hqdefault.jpg
Create AI DESKTOP VIRTUAL ASSISTANT using Python and Tkinter | Python Projects | GeeksforGeeks,6.1K views,4 months ago,/watch?v=tZl1_AcC7Dw,https://i.ytimg.com/vi/tZl1_AcC7Dw/hqdefault.jpg
Graph Practice Problems | Graph Data Structure | DSA Course | GeeksforGeeks,2.9K views,4 months ago,/watch?v=pCmsQVHYXK0,https://i.ytimg.com/vi/pCmsQVHYXK0/hqdefault.jpg
Face Detection using Python and OpenCV with webcam | Python Projects | GeeksforGeeks,2.2K views,4 months ago,/watch?v=129exLkKeks,https://i.ytimg.com/vi/129exLkKeks/hqdefault.jpg
Plagiarism Detection using Python | Python Projects | GeeksforGeeks,2.1K views,4 months ago,/watch?v=QFQItyHsxZY,https://i.ytimg.com/vi/QFQItyHsxZY/hqdefault.jpg
Weapon Detection Using Python-OpenCV | Python Projects | GeeksforGeeks,5.6K views,4 months ago,/watch?v=xlcNMlyN34g,https://i.ytimg.com/vi/xlcNMlyN34g/hqdefault.jpg
TITANIC SURVIVAL PREDICTION using TensorFlow | Machine Learning Projects | GeeksforGeeks,1.3K views,4 months ago,/watch?v=cRYSIR6LaNQ,https://i.ytimg.com/vi/cRYSIR6LaNQ/hqdefault.jpg
What is BACKEND DEVELOPMENT? | Explained in 60 seconds | Full Stack Concepts | GeeksforGeeks,1.3K views,4 months ago,/watch?v=C2u6_wOYlPc,https://i.ytimg.com/vi/C2u6_wOYlPc/hqdefault.jpg
STOCK PRICE PREDICTION using Machine Learning📈 | Machine Learning Projects | GeeksforGeeks,19K views,4 months ago,/watch?v=tn07dCSFOfQ,https://i.ytimg.com/vi/tn07dCSFOfQ/hqdefault.jpg
What is FRONTEND DEVELOPMENT? | Explained in 60 seconds | Full Stack Concepts | GeeksforGeeks,1.1K views,4 months ago,/watch?v=IiM10iV_Zug,https://i.ytimg.com/vi/IiM10iV_Zug/hqdefault.jpg
Air Quality Index Prediction in Python | Machine Learning Projects | GeeksforGeeks,7K views,5 months ago,/watch?v=0myaZxl4XWw,https://i.ytimg.com/vi/0myaZxl4XWw/hqdefault.jpg
TWITTER SENTIMENT ANALYSIS (NLP) | Machine Learning Projects | GeeksforGeeks,39K views,5 months ago,/watch?v=4YGkfAd2iXM,https://i.ytimg.com/vi/4YGkfAd2iXM/hqdefault.jpg
Diabetes Prediction in Machine Learning using Python | Machine Learning Projects | GeeksforGeeks,6.9K views,5 months ago,/watch?v=AxYgzie4x2E,https://i.ytimg.com/vi/AxYgzie4x2E/hqdefault.jpg
Stack Practice Question | Parenthesis Checker | Learn DSA Concepts | GeeksforGeeks,1.3K views,5 months ago,/watch?v=2ay2GCrmf9E,https://i.ytimg.com/vi/2ay2GCrmf9E/hqdefault.jpg
"Build a Stopwatch using HTML, CSS, and JS | GeeksforGeeks",958 views,5 months ago,/watch?v=DR5tJWig0AQ,https://i.ytimg.com/vi/DR5tJWig0AQ/hqdefault.jpg
WHAT IS STACK? | Stack Data Structures | DSA Course | GeeksforGeeks,2.3K views,5 months ago,/watch?v=lhhyE7NVcbg,https://i.ytimg.com/vi/lhhyE7NVcbg/hqdefault.jpg
Meet A Data Scientist with 5 Years+ Experience | Ft.Tavishi Jaglan | GeeksforGeeks,1.8K views,5 months ago,/watch?v=4_u-xcfqpcA,https://i.ytimg.com/vi/4_u-xcfqpcA/hqdefault.jpg
Master Data Science Concepts: Apache Kafka in 60 Seconds | Data Science Crash Course | GeeksforGeeks,1K views,5 months ago,/watch?v=Li0wAG3hORQ,https://i.ytimg.com/vi/Li0wAG3hORQ/hqdefault.jpg
Master Data Science Concepts: Apache Flume in 60 Seconds | Data Science Crash Course | GeeksforGeeks,743 views,5 months ago,/watch?v=bdjQI-OBGk8,https://i.ytimg.com/vi/bdjQI-OBGk8/hqdefault.jpg
Master Data Science Concepts: Data Bricks in 60 Seconds | Data Science Crash Course | GeeksforGeeks,954 views,5 months ago,/watch?v=d1Pn06Rc9QE,https://i.ytimg.com/vi/d1Pn06Rc9QE/hqdefault.jpg
Master Data Science Concepts: Apache Beam in 60 Seconds | Data Science Crash Course | GeeksforGeeks,980 views,5 months ago,/watch?v=PjSA0Ru7_rI,https://i.ytimg.com/vi/PjSA0Ru7_rI/hqdefault.jpg
Master Data Science Concepts: Data Lake in 60 Seconds | Data Science Crash Course | GeeksforGeeks,1.5K views,5 months ago,/watch?v=KGD-T3bhFEA,https://i.ytimg.com/vi/KGD-T3bhFEA/hqdefault.jpg
Choosing the Right Cloud Provider | AWS vs Azure vs GCP | GeeksforGeeks,4.2K views,5 months ago,/watch?v=YbPnhezNaUE,https://i.ytimg.com/vi/YbPnhezNaUE/hqdefault.jpg
A Journey from NOKIA to PAYPAL | Ft. Palak Awasthi | GeeksforGeeks,3.1K views,5 months ago,/watch?v=6UUTPA0l748,https://i.ytimg.com/vi/6UUTPA0l748/hqdefault.jpg
Make Best Team For ICC Cricket World 2023 | Practice Problem | GeeksforGeeks,462 views,5 months ago,/watch?v=ItY3minkI3o,https://i.ytimg.com/vi/ItY3minkI3o/hqdefault.jpg
Interview Strategies for Freshers | GeeksforGeeks,5.5K views,5 months ago,/watch?v=tmg6d3T_T6Q,https://i.ytimg.com/vi/tmg6d3T_T6Q/hqdefault.jpg
🏆 GeeksforGeeks Hack-A-Thon: World-cup-Wizard Edition 🌟,368 views,5 months ago,/watch?v=2mW7tclj6mc,https://i.ytimg.com/vi/2mW7tclj6mc/hqdefault.jpg
Ace your DevOps interview | GeeksforGeeks,109K views,6 months ago,/watch?v=I-J28pjrTc8,https://i.ytimg.com/vi/I-J28pjrTc8/hqdefault.jpg
How to Get Free Google Cloud Qwiklabs Credits | Google Cloud Bootcamp | GeeksforGeeks,8.6K views,6 months ago,/watch?v=lf-eQH28eAw,https://i.ytimg.com/vi/lf-eQH28eAw/hqdefault.jpg
"GeeksforGeeks Community – Connect, Ask, Learn & Grow with Tech Geeks",854 views,6 months ago,/watch?v=dMX0Bel8V94,https://i.ytimg.com/vi/dMX0Bel8V94/hqdefault.jpg
Become a SDET Expert with GeeksforGeeks,54K views,6 months ago,/watch?v=PLxzWN08w54,https://i.ytimg.com/vi/PLxzWN08w54/hqdefault.jpg
Geeks Premier League 2023 | India's Biggest Content Writing Event | GeeksforGeeks,1.8K views,6 months ago,/watch?v=e0DLnBRZRj0,https://i.ytimg.com/vi/e0DLnBRZRj0/hqdefault.jpg
Happy Engineer's Day To You All!,2.1K views,7 months ago,/watch?v=g4M-zfzsqBg,https://i.ytimg.com/vi/g4M-zfzsqBg/hqdefault.jpg
Decoding the Modern Job Landscape | An HR Perspective | GeeksforGeeks,768 views,7 months ago,/watch?v=w3ucO_5NHCU,https://i.ytimg.com/vi/w3ucO_5NHCU/hqdefault.jpg
Unlock GATE 2024 | GeeksforGeeks,22K views,7 months ago,/watch?v=4TVPoMDU0Ts,https://i.ytimg.com/vi/4TVPoMDU0Ts/hqdefault.jpg
We Stole This For You,7.3K views,7 months ago,/watch?v=eVV0MO_IBnw,https://i.ytimg.com/vi/eVV0MO_IBnw/hqdefault.jpg
Career Advancement Test For EWS & PWD Candidates | Student Grant of INR 10 Lakh | GeeksforGeeks,6.1K views,7 months ago,/watch?v=DpCJ74xg93E,https://i.ytimg.com/vi/DpCJ74xg93E/hqdefault.jpg
GfG Mobile App | Android & iOS | Download for Free,11K views,7 months ago,/watch?v=Rsh8xd3aIqw,https://i.ytimg.com/vi/Rsh8xd3aIqw/hqdefault.jpg
🔒 Securing Your Data in the Cloud: GCP's Top SECURITY Features | GeesforGeeks,449 views,7 months ago,/watch?v=rwLBsyQ4rO8,https://i.ytimg.com/vi/rwLBsyQ4rO8/hqdefault.jpg
GATE CSE Offline Classes | GATE 2024 Crash Course | Delhi NCR | GeeksforGeeks,18K views,7 months ago,/watch?v=a9xiYYqbaHg,https://i.ytimg.com/vi/a9xiYYqbaHg/hqdefault.jpg
How to Build a To-Do Application in Flutter | GeeksforGeeks,1K views,7 months ago,/watch?v=fNuURHd7POk,https://i.ytimg.com/vi/fNuURHd7POk/hqdefault.jpg
How to Use Google Sign-in With Firebase in Flutter | GeeksforGeeks,8.2K views,7 months ago,/watch?v=MRb_2Kg0nRI,https://i.ytimg.com/vi/MRb_2Kg0nRI/hqdefault.jpg
Machine Learning on GCP | Harnessing the Power of AI | GeeksforGeeks,543 views,7 months ago,/watch?v=KSTX28pUSeI,https://i.ytimg.com/vi/KSTX28pUSeI/hqdefault.jpg
GRAPH Data Structure | What is Graph? | DSA Course | GeeksforGeeks,8.7K views,7 months ago,/watch?v=gTsoyORhqkg,https://i.ytimg.com/vi/gTsoyORhqkg/hqdefault.jpg
Handling Missing Values | Machine Learning | GeeksforGeeks,921 views,8 months ago,/watch?v=yFJ2_phRslY,https://i.ytimg.com/vi/yFJ2_phRslY/hqdefault.jpg
Security Risks of Cloud Computing | GeeksforGeeks,1.8K views,8 months ago,/watch?v=6lxKkdyvS6M,https://i.ytimg.com/vi/6lxKkdyvS6M/hqdefault.jpg
DSA Classroom Program with Placement Assistance | Now in Noida & Gurugram | GeeksforGeeks,148K views,8 months ago,/watch?v=ACZoeLwm_fE,https://i.ytimg.com/vi/ACZoeLwm_fE/hqdefault.jpg
Free Cloud Bootcamp Sponsored by Google for Developers | GeeksforGeeks,2.3K views,8 months ago,/watch?v=uXpOqQEw7Pc,https://i.ytimg.com/vi/uXpOqQEw7Pc/hqdefault.jpg
All Your Queries Answered | DSA to Development Program | GeeksforGeeks,2.2K views,8 months ago,/watch?v=kHBzDvj3D2U,https://i.ytimg.com/vi/kHBzDvj3D2U/hqdefault.jpg
10 TIPS and TRICKS to Crack Internships and Placements | GeeksforGeeks,880 views,8 months ago,/watch?v=2QDMIZGeIC4,https://i.ytimg.com/vi/2QDMIZGeIC4/hqdefault.jpg
Complete School Guide for CBSE | Free Resources For School Students | GeeksforGeeks,653 views,8 months ago,/watch?v=1ECMlxC6jbs,https://i.ytimg.com/vi/1ECMlxC6jbs/hqdefault.jpg
Master System Design | GeeksforGeeks,87K views,8 months ago,/watch?v=vjWLZYeqiN8,https://i.ytimg.com/vi/vjWLZYeqiN8/hqdefault.jpg
"Unraveling the Geek-a-thon: The What, How, and Why | Geek-A-Thon | GeeksforGeeks",560 views,8 months ago,/watch?v=6e0v_NhsFMQ,https://i.ytimg.com/vi/6e0v_NhsFMQ/hqdefault.jpg
Data Analysis Masterclass | Geek-A-Thon | GeeksforGeeks,876 views,8 months ago,/watch?v=-7Emxpn8DXc,https://i.ytimg.com/vi/-7Emxpn8DXc/hqdefault.jpg
GeeksforGeeks Offline Classroom Program | Now Open In Noida & Gurgaon,42K views,8 months ago,/watch?v=2bPiFkt3Nmg,https://i.ytimg.com/vi/2bPiFkt3Nmg/hqdefault.jpg
Kickstart your DevOps Career | GeeksforGeeks,137K views,8 months ago,/watch?v=8gwwlpBwr_s,https://i.ytimg.com/vi/8gwwlpBwr_s/hqdefault.jpg
First Ever KBC at our Offline Classes | GeeksforGeeks,733 views,8 months ago,/watch?v=chYg2EAKW2A,https://i.ytimg.com/vi/chYg2EAKW2A/hqdefault.jpg
Mega Job-a-thon for Working Professionals | 21st July | GeeksforGeeks,1.2K views,9 months ago,/watch?v=CyOh-WDfUvs,https://i.ytimg.com/vi/CyOh-WDfUvs/hqdefault.jpg
Explore GeeksforGeeks Hiring Solutions | For Top Tech Companies | Innovative Hiring Solutions,644 views,9 months ago,/watch?v=GDeoPHRqb5w,https://i.ytimg.com/vi/GDeoPHRqb5w/hqdefault.jpg
Geek-O-Lympics 2023 | GeeksforGeeks,3.4K views,9 months ago,/watch?v=hLqJiIu6LzY,https://i.ytimg.com/vi/hLqJiIu6LzY/hqdefault.jpg
Web 3.0 Explained | GeeksforGeeks,2K views,9 months ago,/watch?v=zEPRJMk3p90,https://i.ytimg.com/vi/zEPRJMk3p90/hqdefault.jpg
Geek-O-Lympics 2023 | 1st - 31st July | GeeksforGeeks,1.2K views,9 months ago,/watch?v=GSqepfZLKU0,https://i.ytimg.com/vi/GSqepfZLKU0/hqdefault.jpg
What Is Web Scraping & What It Is Used For | How To Use Web Scraping | GeeksforGeeks,1.2K views,9 months ago,/watch?v=MK15a0ipg-E,https://i.ytimg.com/vi/MK15a0ipg-E/hqdefault.jpg
Mega Job-A-Thon | Hire Top Talent for Your Company | GeeksforGeeks,1.3K views,9 months ago,/watch?v=cWPqVVobUuA,https://i.ytimg.com/vi/cWPqVVobUuA/hqdefault.jpg
